"BUSINESS_NAME","CASE_NUMBER","DBA","LOCATION","NEIGHBORHOOD_NAME","POLICE_DISTRICT_WHEN_LAST_UPDATED","STATUS_CODE","WARD"
"BERNIES PLACE LLC","17-0736","BERNIES PLACE","1930 N 9TH ST","Near North Riverfront","4","ACTIVE","5"
"SOCIAL AFFAIR LLC THE","17-0737","","2232  THURMAN AV","Shaw","2","CLOSED","8"
"OVERLOOK FARMS, LLC","17-0738","","4348  LINDELL BLVD","Central West End","5","CLOSED","17"
"KARL BISSINGER, LLC","17-0739","","32  MARYLAND PLAZA","Central West End","5","CLOSED","28"
"IRISH CORNER PUB LLC THE","17-0740","IRISH CORNER PUB THE","1900  CHEROKEE ST","Marine Villa","3","ACTIVE","9"
"ZESTY ENTERPRISE LLC","17-0741","","4940  SOUTHWEST AV","Southwest Garden","2","CLOSED","8"
"BAILEYS IN MIDTOWN INC","17-0742","SMALL BATCH","3001  LOCUST ST","Midtown","4","ACTIVE","19"
"SLO SHED LLC","17-0743","","2651  CHEROKEE ST","Benton Park West","3","ACTIVE","9"
"F2F LLC","17-0744","","1500 LAFAYETTE AVE","Peabody, Darst, Webbe","3","ACTIVE","7"
"DOUBLE HELIX CORPORATION","17-0745","","3524  WASHINGTON AV","Covenant Blu / Grand Center","4","CLOSED","19"
"SOUTH STL DETACHMENT MARINE CORP LEAGUE","17-0746","","5700  LEONA ST","Holly Hills","1","CLOSED","13"
"THE PURPLE MARTIN LLC","17-0747","","2800  SHENANDOAH AV","Fox Park","3","CLOSED","7"
"FOUR SPARKS LLC                         ","17-0748","","4317  MANCHESTER AV","Forest Park Southeast","2","ACTIVE","17"
"URBAN CANVAS LLC                        ","17-0749","","3441  OLIVE ST","Midtown","4","ACTIVE","17"
"SCORPION LLC","17-0750","","4632  GRAVOIS AV","Bevo Mill","1","OPEN","14"
"SNARFS SLU LLC","17-0751","","374 S GRAND BLVD","Midtown","4","ACTIVE","19"
"FORK & STIX LLC","17-0752","","547  ROSEDALE AV","Skinker / DeBaliviere","5","ACTIVE","28"
"QUIKTRIP CORPORATION","17-0753","","918 S VANDEVENTER AV","Midtown","4","OPEN","17"
"ARAL INC                                ","17-0754","","5942  DELMAR BLVD","Skinker / DeBaliviere","5","ACTIVE","26"
"THE IMPROV SHOP, LLC","17-0755","","510 N EUCLID AV","Central West End","5","CLOSED","28"
"MARQUEE LLC THE","17-0756","MARQUEE RESTAURANT & NIGHTLIFE THE","1911  LOCUST ST","Downtown West","4","ACTIVE","6"
"URBAN CHESTNUT BREWING CO INC","17-0757","","4465  MANCHESTER AV","","","CANCELLED",""
"BPV MARKET PLACE INVESTORS LLC","17-0758","BPV MARKET PLACE INVESTORS","601  CLARK AV","Downtown","4","ACTIVE","7"
"A & M GROCERY LLC                       ","17-0759","","2800 N SARAH ST","The Greater Ville","5","ACTIVE","4"
"HOWL ST LOUIS LLC","17-0760","","601  CLARK AV","Downtown","4","CLOSED","7"
"READY ROOM LLC THE","17-0761","READY ROOM","4195  MANCHESTER AV","Forest Park Southeast","2","CLOSED","17"
"DRUNKEN VILLAGE INC","17-0762","","601  CLARK AV","Downtown","4","ACTIVE","7"
"GRAND CENTER, INC                       ","17-0763","","607 N GRAND BLVD","Covenant Blu / Grand Center","4","ACTIVE","19"
"PAPPYS SMOKEHOUSE LLC","17-0764","","3100  OLIVE ST","Midtown","4","ACTIVE","6"
"ST LOUIS SPORTSERVICE LLC","17-0765","","601  CLARK AV","Downtown","4","ACTIVE","7"
"LULUS LOCAL EATERY LLC","17-0766","","3201 S GRAND BLVD","Tower Grove South","2","CLOSED","15"
"RUBA LLC","17-0767","","8337 N BROADWAY","Baden","6","CLOSED","2"
"PLOWERY LLC","17-0768","GOOD LUCK BAR & GRILL","2501 S 9TH ST","Soulard","3","CLOSED","7"
"MJ S ON THE PARk LLC","17-0769","","6312 S GRAND BLVD","Carondelet","1","ACTIVE","11"
"PRECISE INVESTING LLC                   ","17-0770","","1310 N GRAND BLVD","Covenant Blu / Grand Center","4","ACTIVE","19"
"BROADWAY MEAT MARKET LLC                ","17-0771","","8306 N BROADWAY ","Baden","6","ACTIVE","2"
"SIAM PRODUCTIONS LLC","17-0772","","4121  MANCHESTER AV","Forest Park Southeast","2","CLOSED","17"
"KANZOUA INC                             ","17-0773","","1110  SALISBURY ST","Hyde Park","4","ACTIVE","3"
"YAQUIS LLC","17-0774","","2728  CHEROKEE ST","Gravois Park","3","ACTIVE","20"
"SPACE ANTS LLC","17-0775","","2732  CHEROKEE ST","Gravois Park","3","CLOSED","20"
"FEED YOUR VITALITY LLC","17-0776","","1821  CHEROKEE ST","Gravois Park","3","CLOSED","20"
"PIZZERIA MIA, LLC","17-0777","","4501  MARYLAND AV","Central West End","5","CLOSED","28"
"MCARTHUR FARM 3500 LLC","17-0778","","3500  WATSON RD","Central West End","5","CLOSED","28"
"BAARN LLC","17-0779","","808  CHESTNUT ST","Downtown","4","CLOSED","7"
"OLYMPIA KEBOB HOUSE & TAVERNA, LLC      ","17-0780","","1543  MCCAUSLAND AV","Franz Park","2","ACTIVE","24"
"TEI (ES) LLC","17-0781","","901 N 1ST ST","Downtown","4","CLOSED","7"
"DUKE SALOON LLC                         ","17-0782","","2256 S 39TH ST","Downtown","4","ACTIVE","7"
"LUMINARY INC THE","17-0783","LUMINARY THE","2701  CHEROKEE ST","Benton Park West","3","CLOSED","20"
"HAMRA NOODLES LLC","17-0784","","64  HAMPTON VILLAGE PLAZA","South Hampton","2","CLOSED","16"
"GRIESEDIECK BROTHERS BREWERY CORP       ","17-0785","","1240  SWITZER AV","Baden","6","ACTIVE","27"
"DMJ ENTERPRISES LLC","17-0786","CLAUDIAS PUB","3322  WATSON RD","Lindenwood Park","2","ACTIVE","23"
"KAJ ENTERPRISES INC","17-0787","","5758  WEST PARK AV","Cheltenham","2","OPEN","24"
"WHEELHOUSE 20 LLC                       ","17-0788","","1000  SPRUCE ST","Downtown","4","ACTIVE","7"
"HOA RESTAURANT HOLDER LLC               ","17-0789","","100 N 7TH ST","Downtown","4","ACTIVE","7"
"ENCHANTING EMBELLISHMENTS INC           ","17-0790","","4732  MCPHERSON AV","Central West End","5","ACTIVE","28"
"CHIPPEWA RAN LLC                        ","17-0791","","4123  CHIPPEWA ST","Tower Grove South","2","ACTIVE","15"
"TUTWILER ENTERPRISES LLC","17-0792","","386 N EUCLID AV","Central West End","5","CLOSED","28"
"NORTH BROADWAY MOBIL INC                ","17-0793","","6020 N BROADWAY ","North Riverfront","6","ACTIVE","2"
"MODERN BREWERY INC THE","17-0794","MODERN BREWERY THE","5231  MANCHESTER AV","Kings Oak","2","ACTIVE","17"
"GLOBAL FOOD MARKET DELMAR LLC           ","17-0795","","6241  DELMAR BLVD","Kings Oak","2","ACTIVE","17"
"MAGNOLIA STL LLC","17-0796","","421 N 8TH ST","Kings Oak","2","ACTIVE","17"
"MTJ SOULARD LLC","17-0797","","908  LAFAYETTE AV","Soulard","3","ACTIVE","7"
"KABIRJI, LLC","17-0798","","709  OLIVE ST","Downtown","4","CLOSED","7"
"LAS PALMAS COCINA LLC","17-0799","","1901  WASHINGTON AV","Downtown West","4","CLOSED","6"
"PEACEMAKER LLC THE","17-0800","PEACEMAKER","1831  SIDNEY ST","Benton Park","3","ACTIVE","7"
"TICK TOCK PARTNERSHIP LLC","17-0801","","3459  MAGNOLIA AV","Tower Grove East","3","OPEN","6"
"GRAPESEED CULINARY ENTERPRISE LLC","17-0802","","5400  NOTTINGHAM AV","South Hampton","2","CLOSED","16"
"LONAS LIL EATS LLC                      ","17-0803","","2801  ACCOMAC ST","Fox Park","3","ACTIVE","7"
"MARQUEE STARLIST, LLC","17-0804","","720 N 1ST ST","Downtown","4","CLOSED","7"
"EARTHBOUND BREWING LLC","17-0805","EARTHBOUND BEER","2724 CHEROKEE ST","Gravois Park","3","ACTIVE","9"
"DEMO TAPE LLC","17-0806","GEZEELIG","4191  MANCHESTER AV","Forest Park Southeast","2","ACTIVE","17"
"LUCHA LLC","17-0807","","522 N GRAND BLVD","Covenant Blu / Grand Center","4","CLOSED","19"
"LOCAL HARVEST CAFE, LLC","17-0808","","3137  MORGAN FORD RD","Tower Grove South","2","CLOSED","10"
"AGV ENTERPRISES LLC","17-0809","JJ TWIGS SOUTH HAMPTON","5600  HAMPTON AV","Princeton Heights","1","ACTIVE","16"
"SECOND STREET SANDWICHES INC            ","17-0810","","3150 S GRAND BLVD","Tower Grove East","3","ACTIVE","8"
"STLS FAMILY LLC","17-0811","","1928 S 12TH ST","Soulard","3","CLOSED","7"
"LINKS LLC                               ","17-0812","","5917  DELMAR BLVD","Soulard","3","ACTIVE","7"
"HEALTHCARE EFFICIENCY SOLUTION FOOD SER","17-0813","","1449 S VANDEVENTER AV","Forest Park Southeast","2","CLOSED","17"
"LITTLE TOKYO INC","17-0814","","3043  OLIVE ST","Midtown","4","CLOSED","19"
"CATERING ST LOUIS INC","17-0815","","3536  WASHINGTON AV","Covenant Blu / Grand Center","4","CLOSED","19"
"ARAMARK EDUCATIONAL SERVICES, LLC","17-0816","","100 N TUCKER BLVD","Downtown","4","CLOSED","7"
"LIVERY COMPANY, LLC","17-0817","","3227  CHEROKEE ST","Benton Park West","3","CLOSED","20"
"KB SPECIAL EVENTS LLC","17-0818","","2201  LOCUST ST","Downtown West","4","ACTIVE","6"
"PATTY PRINGLE, LLC","17-0819","","6343  ALABAMA AV","Carondelet","1","CLOSED","11"
"M & S MART LLC","17-0820","","6977  GRAVOIS AV","Princeton Heights","1","ACTIVE","12"
"KB SPECIAL EVENTS LLC                   ","17-0821","","1600 N BROADWAY ","Near North Riverfront","4","ACTIVE","5"
"HAUNT LLC THE","17-0822","HAUNT THE","5000  ALASKA AV","Dutchtown","1","ACTIVE","13"
"LOHMANN'S RESTAURANT HOLINGS CO LLC","17-0823","","6655  MANCHESTER AV","Franz Park","2","CLOSED","24"
"OLD STANDARD LLC                        ","17-0824","","1621  TOWER GROVE AV","Botanical Heights","2","ACTIVE","17"
"LEONARDOS LLC","17-0825","","2130  MACKLIND AV","The Hill","2","CLOSED","10"
"BOO CAT CATERING LLC","17-0826","","812  UNION BLVD","Academy","5","ACTIVE","18"
"DEFIANT SPIRITS LLC","17-0827","DEFIANT SPIRITS LLC","7701  FORSYTH BLVD","","","CLOSED",""
"PYROHAWK LLC","17-0828","","200 N 7TH ST","Downtown","4","CLOSED","7"
"ARGOS SPORTS PUZZLES LLC","17-0829","NORTONS CAJUN CORNER","730  CARROLL ST","Soulard","3","ACTIVE","7"
"GALKO INC                               ","17-0830","","6401  CLAYTON AV","Clayton / Tamm","2","ACTIVE","24"
"C SCHULZE LLC","17-0831","LOU CS","5800 SOUTHWEST AV","Southwest Garden","2","CLOSED","10"
"CATERING ST LOUIS INC","17-0832","","1921 S 9TH ST","Soulard","3","CLOSED","7"
"FIELDHOUSE HOLDING LLC                  ","17-0833","","510 N THERESA AV","Covenant Blu / Grand Center","4","ACTIVE","19"
"D CONSOLINO INC","17-0834","AMIGHETTIS BAKERY","2024  MARCONI AV","The Hill","2","CLOSED","10"
"PENCEWICK DEVELOPMENT LLC","17-0835","","7109 S BROADWAY","Carondelet","1","ACTIVE","11"
"LOUIS, PERETHA","17-0836","","2825 N BROADWAY","Near North Riverfront","4","CLOSED","5"
"EL BURRO LOCO LLC                       ","17-0837","","313 N EUCLID AV","Central West End","5","ACTIVE","28"
"MEZZANINE 81 LLC","17-0838","","2619  WASHINGTON AV","Midtown","4","CLOSED","6"
"ROTH CIRCLE LLC","17-0839","","626  WASHINGTON AV","Downtown","4","CLOSED","7"
"PANCHO AND LEFTYS INC","17-0840","","4258  SCHILLER PL","Bevo Mill","1","CLOSED","13"
"SPRING CENTER SAUSAGE CO LLC            ","17-0841","","1862 S 10TH ST","Soulard","3","ACTIVE","7"
"200 STL HOLDINGS LLC","17-0842","","200 N 4TH ST","Downtown","4","CLOSED","7"
"OLIVER LLC                              ","17-0843","","2812  CHEROKEE ST","Gravois Park","3","ACTIVE","20"
"PATS BAR & GRILL LLC","17-0844","","6400  OAKLAND AV","Clayton / Tamm","2","ACTIVE","24"
"VIKINGS ENT, LLC","17-0845","","4600  GRAVOIS AV","Bevo Mill","1","CLOSED","14"
"FLEUR DE LILIES LLC","17-0846","","1031  LYNCH ST","Soulard","3","CLOSED","9"
"SAINT LOUIS HOP SHOP LLC","17-0847","","3401 S JEFFERSON AVE","Gravois Park","3","ACTIVE","9"
"ALLEN AVE ENTERPRISES LLC","17-0848","HENRYS","825  ALLEN AV","Soulard","3","ACTIVE","7"
"BLUE PEARL LLC (THE)","17-0849","","2926  CHEROKEE ST","Gravois Park","3","CLOSED","20"
"7N CORONADO GROUP LLC","17-0850","CORONADO THE","3701  LINDELL BLVD","Covenant Blu / Grand Center","4","ACTIVE","19"
"CANDY BAR LLC THE","17-0851","","7820 N BROADWAY","Baden","6","CLOSED","2"
"GOURMET SOUL LLC                        ","17-0852","","1620  DELMAR BLVD","Downtown West","4","ACTIVE","5"
"CBG LLC","17-0853","GINAS BAR & GRILL","1901  ST LOUIS AV","St. Louis Place","4","CLOSED","5"
"FOAM STL LLC","17-0854","","3359 S JEFFERSON AV","Benton Park West","3","CLOSED","9"
"YO MINI MART LLC","17-0855","","1916  UNION BLVD","Kingsway West","5","ACTIVE","18"
"NIXON GROUP LLC","17-0856","","9053  RIVERVIEW DR","Baden","6","ACTIVE","2"
"TWISTED RANCH LLC","17-0857","","1729 S 7TH ST","","3","ACTIVE",""
"MOOD DESSERT BAR AND LOUNGE LLC","17-0858","","2001  LOCUST ST","Downtown West","4","CLOSED","6"
"DINER EXPERIENCE LLC                    ","17-0859","","4651  MARYLAND AV","Central West End","5","ACTIVE","28"
"CITY LIFE, LLC","17-0860","","4050  BAMBERGER AV","Dutchtown","1","CLOSED","25"
"BIG PAPPAS LLC","17-0861","BIG PAPPAS","8927  RIVERVIEW DR","Baden","6","CLOSED","2"
"WOODIES, LLC","17-0862","","704  LAFAYETTE AV","Soulard","3","CLOSED","7"
"HYATT CORPORATION                       ","17-0863","","315  CHESTNUT ST","Soulard","3","ACTIVE","7"
"BALLYARD INVESTMENT LLC                 ","17-0864","","730 S BROADWAY ","Downtown","4","ACTIVE","7"
"JC COMPANIES LLC","17-0865","","3960  CHOUTEAU AV","Botanical Heights","2","CLOSED","17"
"ARAMARK EDUCATIONAL SERVICES LLC","17-0866","BUSCH STUDENT CENTER","20 N GRAND BLVD","Midtown","4","CLOSED","19"
"HI POINTE THEATER LLC","17-0867","","1002  HI POINTE PL","Hi-Point","2","ACTIVE","24"
"DRESDEN CAPITAL MANAGEMENT LLC","17-0868","MOLLYS","808  GEYER AV","Soulard","3","ACTIVE","7"
"TINY BAR LLC","17-0869","","1008  LOCUST ST","Downtown","4","ACTIVE","7"
"CRAVE ENTERTAINMENT LLC                 ","17-0870","","2 N SARAH ST","Central West End","5","ACTIVE","17"
"HI POINT ENTERTAINMENT LLC","17-0871","","2321  ARSENAL ST","Benton Park","3","CLOSED","9"
"HMA MANAGMENT IV LLC","17-0872","","811 N 9TH ST","Downtown","4","ACTIVE","7"
"HANSEN MANAGEMENT SERVICES, LLC","17-0873","","501 N GRAND BLVD","Covenant Blu / Grand Center","4","CLOSED","19"
"WILHELMINA ENTERPRISES LLC","17-0874","","3211  CHEROKEE ST","Benton Park West","3","ACTIVE","20"
"ASSUMPTION RESTAURANT IN HYDE PARK LLC  ","17-0875","","1101  DESTREHAN ST","Benton Park West","3","ACTIVE","20"
"SMARAK LLC                              ","17-0876","","6109  PAGE BLVD","Hamilton Heights","5","ACTIVE","22"
"SLU SPORTSERVICE LLC","17-0877","","1 S COMPTON AV","Midtown","4","ACTIVE","19"
"WILD FLOWER WEST LLC                    ","17-0878","","4900  LACLEDE AV","Central West End","5","ACTIVE","28"
"JC VAWTER LEON LLC","17-0879","","6109  GRAVOIS AV","Princeton Heights","1","CLOSED","13"
"DRESDEN CAPITAL MANAGEMENT LLC","17-0880","MOLLYS","816  GEYER AV","Soulard","3","ACTIVE","7"
"JEFF ALUN LLC","17-0881","JOANIES PIZZERIA","2101  MENARD ST","Soulard","3","CLOSED","7"
"SBM HOLDINGS LLC","17-0882","DUKES","2001  MENARD ST","Soulard","3","ACTIVE","7"
"MI CARIBE LLC","17-0883","","3701  LINDELL BLVD","Covenant Blu / Grand Center","4","CLOSED","19"
"CHAPPYS CHICKEN LLC","17-0884","SOUTHERN","3108  OLIVE ST","Midtown","4","ACTIVE","6"
"THE STAGE BAR AND GRILL INC","17-0885","","5300 N BROADWAY","Near North Riverfront","6","CLOSED","2"
"SARAH MANCHESTER LLC                    ","17-0886","","515  OLIVE ST","Downtown","4","ACTIVE","7"
"STITH ENTERTAINMENT INC","17-0887","","3037  OLIVE ST","Midtown","4","CLOSED","19"
"ARAMARK EDUCATIONAL SERVICES LLC","17-0888","","3824  LINDELL BLVD","Midtown","4","CLOSED","19"
"ARAMARK EDUCATIONAL SERVICES LLC","17-0889","CENTER FOR GLOBAL CITIZENSHIP","3672  WEST PINE BLVD","Midtown","4","CLOSED","19"
"ARAMARK EDUCATIONAL SERVICES LLC","17-0890","COOK HALL","3674  LINDELL BLVD","Midtown","4","CLOSED","19"
"QUIKTRIP  CORPORATION","17-0891","QUIKTRIP 637","1615 S KINGSHIGHWAY BLVD","","","ACTIVE",""
"MM&P CONCEPTS LLC","17-0892","","411 N 8TH ST","Downtown","4","ACTIVE","7"
"DEMETRIOUS JOHNSON CHARITABLE FOUNDATION","17-0893","","718  UNION BLVD","Academy","5","ACTIVE","18"
"GUERRILLA STREET FOOD LLC","17-0894","","3559  ARSENAL ST","Tower Grove East","3","CLOSED","8"
"HOTEL ST LOUIS JEFFERSON OPCO LLC       ","17-0895","","525 S JEFFERSON AV","Midtown","4","ACTIVE","6"
"DA WAREHOUSE LLC","17-0896","DA WAREHOUSE","2000 N BROADWAY","Near North Riverfront","4","ACTIVE","5"
"BRASILIA LLC                            ","17-0897","","3212 S GRAND BLVD","Tower Grove East","3","ACTIVE","8"
"CALVO INC                               ","17-0898","","1001  WASHINGTON AV","Downtown","4","ACTIVE","7"
"IP 54 ENTERAINMENT LLC","17-0899","","2543 N GRAND BLVD","JeffVanderLou","4","CLOSED","5"
"PUBPARK, LLC                            ","17-0900","","3157  MORGAN FORD RD","Tower Grove South","2","ACTIVE","10"
"COLORADO BOBS LLC","17-0901","COLORADO BOBS","3457  MORGAN FORD RD","Tower Grove South","2","CLOSED","10"
"ENHANCED SPIRITS, LLC","17-0902","","1800 S 10TH ST","Soulard","3","CLOSED","7"
"GENES BAR & GRILL LLC","17-0903","","1319  ST LOUIS AV","Old North St. Louis","4","ACTIVE","5"
"LENNOX SUITES LLC                       ","17-0904","","823  WASHINGTON AV","Downtown","4","ACTIVE","7"
"MARRIOTT INTERNATIONAL INC","17-0905","","800  WASHINGTON AV","","4","ACTIVE",""
"314 CITY BAR LLC THE","17-0906","314 CITY BAR THE","1137  WASHINGTON AV","Downtown","4","ACTIVE","7"
"HOWARDS IN SOULARD LLC","17-0907","","2732 S 13TH ST","Soulard","3","CLOSED","9"
"CULINARY IMPRESSIONS LLC                ","17-0908","","5815  HAMPTON AV","St. Louis Hills","2","ACTIVE","16"
"MEYER'S GROVE, LLC","17-0909","","4100  MANCHESTER AV","Forest Park Southeast","2","CLOSED","17"
"LADY J & TONY G'S SPORTS BAR & GRILL LLC","17-0910","","4208  NATURAL BRIDGE AV","The Greater Ville","6","ACTIVE","21"
"MUFTI INC","17-0911","7 ELEVEN","2807  SULPHUR AV","Clifton Heights","2","ACTIVE","24"
"SEVEN ZERO EIGHT LLC","17-0912","","708 N 2ND ST","Downtown","4","CLOSED","7"
"DADOS CAFE INC","17-0913","","5425  HAMPTON AV","St. Louis Hills","2","CLOSED","16"
"SIDNEY STREET HOLDINGS LLC","17-0914","","1818  SIDNEY ST","Benton Park","3","ACTIVE","9"
"JUPITER CAFE LLC","17-0915","","500 N 14TH ST","Downtown West","4","CLOSED","6"
"BYRD & BARREL LLC","17-0916","BYRD & BARREL","3420 S JEFFERSON AV","Marine Villa","3","ACTIVE","9"
"UNION LOAFERS INC","17-0917","","1629 TOWER GROVE AVE","Botanical Heights","2","ACTIVE","17"
"LES BOURGEOIS VINEYARDS, LLC","17-0918","","12847  UNKNOWN","","","CLOSED",""
"ELG PALLADIUM GROUP LLC","17-0919","","1419  CARROLL ST","Peabody, Darst, Webbe","3","CLOSED","7"
"MIDTOWN SUSHI STL LLC","17-0920","","3674  FOREST PARK AV","Midtown","4","ACTIVE","17"
"OLE NORTH TOWN BAR & GRILL, LLC","17-0921","","1435  NORTH MARKET ST","Old North St. Louis","4","CLOSED","5"
"SNARFS SKINKER LLC","17-0922","","360 N SKINKER BLVD","Skinker / DeBaliviere","5","ACTIVE","28"
"KEETON'S HOLDINGS LLC","17-0923","","5625  MANCHESTER AV","Cheltenham","2","CLOSED","24"
"4 HANDS BREWING COMPANY LLC","17-0924","","1220 S 8TH ST","La Salle","3","ACTIVE","7"
"BACCHUS GROUP LLC                       ","17-0925","","4510  MANCHESTER AV","Forest Park Southeast","2","ACTIVE","17"
"FLOYD 75 LLC","17-0926","","4611  MACKLIND AV","South Hampton","2","ACTIVE","16"
"BOOTLEGGIN BBQ LLC                      ","17-0927","","1933  WASHINGTON AV","Downtown West","4","ACTIVE","6"
"MARSHAS BAR & GRILL LLC                 ","17-0928","","3501  KOSSUTH AV","Fairground Neighborhood","4","ACTIVE","3"
"SUNSHINE STL COMPANY LLC                ","17-0929","","910  OLIVE ST","Downtown","4","ACTIVE","7"
"STL SAVVY RESTAURANT, LLC","17-0930","","7527  MICHIGAN AV","Patch","1","CLOSED","11"
"VINOTECA INC","17-0931","","7552  WATSON RD","","","ACTIVE",""
"FORTRRESS GRILL, LLC THE","17-0932","","2508  GOODFELLOW BLVD","Wells / Goodfellow","5","CLOSED","22"
"P & B LOGISTICS, LLC","17-0933","","1801  PARK AV","Lafayette Square","3","CLOSED","6"
"CONFLUENCE KOMBUCHA LLC                 ","17-0934","","4507  MANCHESTER AV","Forest Park Southeast","2","ACTIVE","17"
"MI LINDO MICHOACAN INC","17-0935","","4534  GRAVOIS AV","Bevo Mill","1","CLOSED","14"
"PORANO MX LLC","17-0936","","634  WASHINGTON AVE #102","Downtown","4","CLOSED","7"
"THE K SINK LLC","17-0937","","626 N 6TH ST","Downtown","4","CLOSED","7"
"SHERRING BREWING COMPANY LLC THE","17-0938","SIX MILE BRIDGE","11841 DORSETT ROAD","","","CLOSED",""
"VISTA RAMEN LLC","17-0939","","2609  CHEROKEE ST","Benton Park West","3","CLOSED","9"
"TAVOLO VIGNETO LLC","17-0940","TAVOLO VIGNETO","10701 TESSHIRE DR","","","ACTIVE",""
"AMERICAN PUB LLC","17-0941","TGI FRIDAYS","529  CHESTNUT ST","Downtown","4","ACTIVE","7"
"LORBERT IMPORTS LLC","17-0942","","0  UNKNOWN","","","ACTIVE",""
"ARAMARK EDUCATIONAL SERVICES LLC","17-0943","BOILEAU HALL","38 N VANDEVENTER AV","Midtown","4","CLOSED","19"
"ARAMARK EDUCATIONAL SERVICES LLC","17-0944","CUPPLES HOUSE","3673 WEST PINE BLVD","Midtown","4","CLOSED","19"
"ARAMARK EDUCATIONAL SERVICES LLC","17-0945","SANCTUARY MANASTERO","3050  OLIVE ST","Midtown","4","CLOSED","6"
"ARAMARK EDUCATIONAL SERVICES LLC","17-0946","","3663  LINDELL BLVD","Covenant Blu / Grand Center","4","CLOSED","19"
"ARAMARK EDUCATIONAL SERVICES LLC","17-0947","ALLIED HEALTH BUILDING","3537 CAROLINE","The Gate District","3","CLOSED","19"
"ARAMARK EDUCATIONAL SERVICES, LLC","17-0948","","221 N GRAND BLVD","Midtown","4","CLOSED","19"
"WALDON WINES LLC","17-0949","","3150 MERCIER STE 543","","","CLOSED",""
"LEMMONS BY GRBIC INC","17-0950","","5800  GRAVOIS AV","Bevo Mill","1","ACTIVE","13"
"KARY INC","17-0951","","278 N SKINKER BLVD","Skinker / DeBaliviere","5","CLOSED","28"
"TACO TRUCK STL INC","17-0952","","2737  CHEROKEE ST","Benton Park West","3","CLOSED","20"
"APPELTS QUALITY LIQ WHOLESALE DIST LLC  ","17-0953","","0  UNKNOWN ","","","ACTIVE",""
"COCO ENTERPRISES LLC","17-0954","COCO CAFE","5017  GRAVOIS AV","Bevo Mill","1","CLOSED","14"
"DARK ROOM, LLC","17-0955","","607 N GRAND BLVD","Bevo Mill","1","CLOSED","14"
"PAPPOS BREWCO LLC","17-0956","","3690  FOREST PARK AV","Midtown","4","CLOSED","17"
"HALFTIME SPORTS BAR & GRILL LLC","17-0957","","5713  GRAVOIS AV","Bevo Mill","1","CLOSED","13"
"PETE AND SONS LLC","17-0958","","701 N TUCKER BLVD","Downtown West","4","ACTIVE","5"
"QUIKTRIP CORPORATION                    ","17-0959","","2600  CHOUTEAU AV","The Gate District","3","ACTIVE","6"
"SUGARFIRE DOWNTOWN LLC                  ","17-0960","","605  WASHINGTON AV","Downtown","4","ACTIVE","7"
"PRINCETON HEIGHTS HOSPITALITY","17-0961","","5401  FINKMAN ST","Princeton Heights","1","CLOSED","16"
"BOO CAT CATERING COMPANY LLC","17-0962","MAJORETTE THE","7150  MANCHESTER AV","Ellendale","2","ACTIVE","24"
"CC STL HOLDINGS LLC","17-0963","","400 S 14TH ST","Downtown West","4","CLOSED","7"
"GASLIGHT LOUNGE LLC","17-0964","","4916  SHAW AV","The Hill","2","ACTIVE","10"
"PAGAN WINE BAR AND BOOKS LLC            ","17-0965","","239 N EUCLID AV","Central West End","5","ACTIVE","28"
"SH & FA LLC                             ","17-0966","","2918 N VANDEVENTER AV","JeffVanderLou","4","ACTIVE","3"
"A BOMMARITO WINES INC","17-0967","","2827 SOUTH BRENTWOOD BLVD","","","ACTIVE",""
"WHOLE FOODS MARKET GROUP INC","17-0968","","4577 WEST PINE BLVD","Central West End","5","ACTIVE","17"
"QUICKTRIP CORPORATION","17-0969","","3291 S KINGSHIGHWAY BLVD","North Hampton","2","CANCELLED","10"
"QUIKTRIP CORPORATION                    ","17-0970","","3291 S KINGSHIGHWAY BLVD","North Hampton","2","ACTIVE","10"
"CLASSIQUE LLC","17-0971","","OUTSIDE CITY LIMITS","","","ACTIVE",""
"TRAXX THE NIGHTCLUB, LLC","17-0972","","8650 S BROADWAY","Patch","1","CLOSED","11"
"MIDTOWN RESTAURANT AND BAR LLC          ","17-0973","","2816 N VANDEVENTER AV","JeffVanderLou","4","ACTIVE","3"
"START BAR 30 LLC","17-0974","","1000  SPRUCE ST","Downtown","4","ACTIVE","7"
"NATIONAL BLUES MUSEUM INC","17-0975","","615  WASHINGTON AV","Downtown","4","ACTIVE","7"
"BLEND MMC, LLC","17-0976","","620  MARKET ST","Downtown","4","CLOSED","7"
"OFF TRACK SALOON LLC","17-0977","","7301 S BROADWAY","Patch","1","ACTIVE","11"
"HUGO'S PALMAS LLC","17-0978","","1901  WASHINGTON AV","Downtown West","4","CLOSED","6"
"DOGTOWN RED SHACK LLC","17-0979","","6401  WEST PARK AV","Clayton / Tamm","2","CLOSED","24"
"1403 JAI GANESH LLC","17-0980","","1403  UNION BLVD","Hamilton Heights","5","CLOSED","26"
"HOSPIA INTERNATIONAL INC","17-0981","","2245 S GRAND BLVD","Shaw","2","CLOSED","8"
"CITY MAGIC COCKTAIL LOUNGE LLC","17-0982","CITY MAGIC COCKTAIL LOUNGE & RESTAURANT","4955  DR MARTIN LUTHER KING DR","Kingsway East","5","ACTIVE","18"
"BLUE SKY CAFE LOUNGE, LLC","17-0983","","4571  GRAVOIS AV","Bevo Mill","1","CLOSED","14"
"MTJ CWE LLC                             ","17-0984","","398 N EUCLID AV","Central West End","5","ACTIVE","28"
